ID_CODE;NOME;CIDADE;UF;IDADE;TELEFONE;CARGO;EMPRESA
ID593693;Josué Cardoso;Vargas dos Dourados;Tocantins;28;81 4628 4357;Patologista oral;Borges - EI
ID760015;Heloísa Martins;Carvalho do Oeste;Espírito Santo;34;(031) 5823-4073;Endodontista;Câmara
ID976587;Luiz Felipe Montenegro;Rodrigues de Teixeira;Mato Grosso do Sul;45;(051) 7300 4749;DJ;Lopes
ID778199;Matteo Sousa;Martins;Minas Gerais;28;+55 (011) 3042-5949;Paramédico;Oliveira Machado - ME
ID732659;Sr. Davi Miguel Pereira;Nascimento;Ceará;26;61 3938-5031;Vereador;Martins Ferreira e Filhos
ID721419;Davi Luiz Cavalcanti;da Conceição de Farias;Pará;20;0900 080 7822;Jornaleiro;da Costa
ID671177;Maysa Novaes;Caldeira de Novais;Mato Grosso do Sul;46;(011) 1515-5364;Açougueiro;Novais
ID931983;Alexia Macedo;Casa Grande;Alagoas;27;(071) 4028-8113;Fresador;Rezende S.A.
ID814472;Srta. Maria Luiza Cavalcante;Teixeira;Amapá;74;0900-568-7075;Tosador;Abreu
ID612019;Renan Moraes;Carvalho;Espírito Santo;38;+55 (021) 1755 2879;Ator;Lima Mendes S.A.
ID291860;Apollo Souza;Silva;Acre;60;+55 81 6107-9277;Jogador de futebol;Andrade Moraes - ME
ID667733;João Lucas Andrade;da Rosa das Flores;Distrito Federal;74;+55 (021) 6167-8073;Penhorista;da Cunha
ID175698;Mirella Nogueira;Silveira da Praia;Espírito Santo;63;(071) 0700 4958;Caixa;Cardoso
ID744397;Emanuel Silva;Cavalcanti;Maranhão;62;81 5029-3968;Restaurador;Vasconcelos Silva - EI
ID933288;Benício Duarte;Pastor de Correia;Acre;79;(031) 0634 0960;Figurante;da Mata Martins S/A
ID596914;Antonella Caldeira;Casa Grande do Sul;Bahia;25;+55 (021) 7607-5891;Tecnólogo em negócios imobiliários;Aparecida Peixoto e Filhos
ID803346;Sr. Benjamin Dias;Dias da Prata;Amapá;76;0800 938 5169;Agente comunitário de saúde;Correia
ID421060;Giovanna Pinto;Aragão de da Conceição;Piauí;48;0800 548 6034;Sacoleira;Moura
ID729013;Juan da Costa;Nogueira de da Mota;Rondônia;55;84 3093-1414;Aeronauta;Vasconcelos
ID235991;José Miguel Cavalcanti;Rios de Moraes;Alagoas;73;+55 (031) 5554-7611;Profissional de hotelaria;Fogaça
ID421550;Zoe Dias;Silveira da Prata;Rio Grande do Norte;67;(041) 7846 2662;Técnico em óptica;da Luz
ID659878;Eduardo Brito;Cardoso de Jesus;Paraíba;27;(041) 7725-4897;Papiloscopista;da Rocha Azevedo S.A.
ID511702;Zoe Abreu;Castro;Alagoas;41;+55 (071) 7912 9364;Engenheiro de minas;Albuquerque - ME
ID471517;Ana Liz Pacheco;Correia;Ceará;72;+55 31 3155-7924;Flautista;Sales
ID627486;Calebe Correia;Lopes;Amazonas;68;(011) 2716-8150;Pintor;Nunes
ID177427;Lavínia Teixeira;Fonseca Verde;Ceará;20;(081) 0412-2666;Assistente de direção;Nogueira Farias S/A
ID406387;Srta. Maria Isis da Costa;Jesus;Roraima;79;+55 (021) 2882-7393;Árbitro e mediador;Garcia Sá - EI
ID895007;Dr. Thiago Rezende;da Cruz;Alagoas;57;(041) 7194-3480;Costureira;Albuquerque
ID684596;Zoe da Conceição;Guerra de Rios;Santa Catarina;21;+55 (061) 1299 2411;Leiloeiro;Fernandes Cavalcanti Ltda.
ID454889;Eduardo Silva;Pires;Rio Grande do Sul;38;71 0027-1324;Telegrafista;das Neves
ID391423;Paulo Novaes;Barros;Rio Grande do Norte;58;0900 352 2361;Camelô;Nogueira
ID763793;Henry Camargo;Nunes da Mata;Sergipe;49;0900 600 7271;Violonista;Novaes - EI
ID603224;Heitor Rocha;Borges;Rio Grande do Norte;66;+55 (071) 2057 4644;Técnico em edificações;Moraes Carvalho S/A
ID832934;Dr. Pedro Henrique da Rosa;Pimenta;Ceará;69;31 7445 9594;Engenheiro mecânico;Farias
